Embedding Type,Round,Task,Hidden Layer Sizes,Epochs,Batch Size,Learning Rate,pair,Baseline,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,accuracy
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Dialogue-Specific,0.0161290322580645,0.032258064516129,0.021505376344086,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0357142857142857
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Dialogue-Specific,0.0535714285714285,0.1071428571428571,0.0637755102040816,0.125,0.125,0.125,0.125
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Dialogue-Specific,0.0769230769230769,0.0538461538461538,0.0604395604395604,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.1538461538461538
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Dialogue-Specific,0.0437317784256559,0.0714285714285714,0.0499999999999999,0.075,0.075,0.075,0.075
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Dialogue-Specific,0.1041666666666666,0.125,0.1111111111111111,0.1304347826086956,0.1304347826086956,0.1304347826086956,0.1304347826086956
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Dialogue-Specific,0.1666666666666666,0.4,0.2333333333333333,0.4,0.4,0.4,0.4
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Dialogue-Specific,0.0841750841750841,0.1181818181818181,0.0808080808080808,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Dialogue-Specific,0.2013888888888888,0.21875,0.2013888888888888,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Dialogue-Specific,0.0263157894736842,0.0175438596491228,0.0210526315789473,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Dialogue-Specific,0.1153846153846153,0.1153846153846153,0.1025641025641025,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Dialogue-Specific,0.0329670329670329,0.0461538461538461,0.0384615384615384,0.2307692307692307,0.2307692307692307,0.2307692307692307,0.2307692307692307
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Dialogue-Specific,0.0731543456543456,0.0944444444444444,0.0643849206349206,0.0887096774193548,0.0887096774193548,0.0887096774193548,0.0887096774193548
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Dialogue-Specific,0.0739837398373983,0.1097560975609756,0.0842044134727061,0.1555555555555555,0.1555555555555555,0.1555555555555555,0.1555555555555555
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Dialogue-Specific,0.032258064516129,0.032258064516129,0.032258064516129,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Dialogue-Specific,0.0625,0.0625,0.0625,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Dialogue-Specific,0.1538461538461538,0.2307692307692307,0.1769230769230769,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Dialogue-Specific,0.0044444444444444,0.02,0.0072727272727272,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Dialogue-Specific,0.0885964912280701,0.0777777777777777,0.0768888888888888,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Dialogue-Specific,0.0499999999999999,0.0714285714285714,0.0588235294117647,0.4375,0.4375,0.4375,0.4375
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Dialogue-Specific,0.0488721804511278,0.1052631578947368,0.0666666666666666,0.2352941176470588,0.2352941176470588,0.2352941176470588,0.2352941176470588
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Dialogue-Specific,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.125,0.125,0.125,0.125
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Dialogue-Specific,0.0447354064375341,0.0477680433875677,0.0402605970641596,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Dialogue-Specific,0.0548654244306418,0.0830745341614906,0.0649068322981366,0.1830985915492957,0.1830985915492957,0.1830985915492957,0.1830985915492957
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Dialogue-Specific,0.0619588744588744,0.0936147186147186,0.0641774891774891,0.1296296296296296,0.1296296296296296,0.1296296296296296,0.1296296296296296
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Dialogue-Specific,0.0802469135802469,0.1269841269841269,0.0941358024691357,0.2068965517241379,0.2068965517241379,0.2068965517241379,0.2068965517241379
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Dialogue-Specific,0.0459770114942528,0.0517241379310344,0.0482758620689655,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Dialogue-Specific,0.1014492753623188,0.1521739130434782,0.117391304347826,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Dialogue-Specific,0.0441964285714285,0.0679563492063492,0.0524350649350649,0.1477272727272727,0.1477272727272727,0.1477272727272727,0.1477272727272727
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Dialogue-Specific,0.0498316498316498,0.0982683982683982,0.0565325731179389,0.1359223300970873,0.1359223300970873,0.1359223300970873,0.1359223300970873
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Dialogue-Specific,0.0747126436781609,0.1111546499477533,0.077791461412151,0.1555555555555555,0.1555555555555555,0.1555555555555555,0.1555555555555555
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Dialogue-Specific,0.0850399419026869,0.1234567901234568,0.0911164787976382,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Dialogue-Specific,0.0738095238095238,0.105,0.0734065934065934,0.1846153846153846,0.1846153846153846,0.1846153846153846,0.1846153846153846
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Dialogue-Specific,0.0710561497326203,0.1007575757575757,0.0683195592286501,0.1568627450980392,0.1568627450980392,0.1568627450980392,0.1568627450980392
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair24,Dialogue-Specific,0.0244200244200244,0.0228937728937728,0.0201502201502201,0.0649350649350649,0.0649350649350649,0.0649350649350649,0.0649350649350649
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair24,Dialogue-Specific,0.0185185185185185,0.0123456790123456,0.0148148148148148,0.025,0.025,0.025,0.025
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair24,Dialogue-Specific,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.25,0.25,0.25,0.25
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair24,Dialogue-Specific,0.1875,0.25,0.2083333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
